Column,AET,AST,Date,House,ISSID,Name Committee,OST,PMG Name,alt,attendance,chairperson,first_name,party_affiliation,province,surname,title
224,12:00:00,09:40:00,2014-08-27 00:00:00,,A00152,Portfolio Committee on Environmental Affairs,09:30:00,Monique,N,A,False,Trevor John,ANC,,Bonhomme,Mr
225,13:00:00,10:15:00,2014-08-28 00:00:00,,A00153,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
226,12:50:00,10:20:00,2014-08-29 00:00:00,,A00154,Portfolio Committee on Energy,10:00:00,Amanda,N,P,False,Zukisa Cheryl,ANC,,Faku,Ms
227,13:00:00,10:05:00,2014-08-30 00:00:00,,A00155,Standing Committee on Finance,10:00:00,Yunus,N,P,False,Pinky Sharon,ANC,,Kekana,Ms
228,12:30:00,10:00:00,2014-08-31 00:00:00,,A00156,Standing Committee on Appropriations,10:00:00,Dirk,N,P,False,Ndabakayise Erasmus,ANC,,Gcwabaza,Mr
229,12:11:00,11:03:00,2014-09-01 00:00:00,,A00157,Portfolio Committee on Human Settlements,11:00:00,Inga,N,P,False,Vatiswa,ANC,,Bam-mugwanya,Ms
230,11:38:00,11:00:00,2014-08-26 00:00:00,NCOP,A00158,Select Committee on Social Services,11:00:00,Callixte,N,P,False,Tsapane Kgwedi,ANC,Limpopo,Mampuru,Ms
231,12:45:00,11:00:00,2014-08-26 00:00:00,NCOP,A00159,Select Committee on Land and Mineral Resources,11:00:00,Ismail,N,P,False,Emmanuel Musawenkosi,ANC,Gauteng,Mlambo,Mr
232,13:03:00,11:03:00,2014-08-26 00:00:00,NCOP,A00160,Select Committee on Appropriations,11:00:00,Luvuyo,N,P,False,Charel Jacobus,ANC,Northern Cape,De Beer,Mr
233,12:40:00,11:15:00,2014-08-26 00:00:00,NCOP,A00161,Select Committee on Economic Development,11:00:00,Mzandile,N,P,False,Masefako Clarah,ANC,Limpopo,Dikgale,Ms
234,12:30:00,09:30:00,2014-08-27 00:00:00,,A00162,Portfolio Committee on Mineral Resources,09:00:00,Dirk,N,P,False,Zukisa Cheryl,ANC,,Faku,Ms
235,13:30:00,09:30:00,2014-08-27 00:00:00,,A00163,Portfolio Committee on Trade and Industry,08:30:00,Callixte,N,A,False,Zukile,ANC,,Luyenge,Dr
236,10:47:00,09:33:00,2014-08-27 00:00:00,,A00164,Standing Committee on Public Accounts,09:00:00,Verne,N,P,False,Mnyamezeli Shedrack,ANC,,Booi,Mr
237,12:57:00,09:30:00,2014-08-27 00:00:00,,A00165,Portfolio Committee on Rural Development and Land Reform,09:30:00,Tolulope,N,AP,False,Andrew Frans,ANC,,Madella,Mr
238,15:45:00,09:06:00,2014-08-27 00:00:00,,A00166,Portfolio Committee on Higher Education and Training,09:30:00,Sandile,N,P,False,Charles Danny,ANC,,Kekana,Mr
239,11:40:00,09:30:00,2014-08-27 00:00:00,,A00167,Portfolio Committee on Science and Technology,09:30:00,Kavai,N,AP,False,Maesela David,ANC,,Kekana,Mr
240,11:45:00,09:30:00,2014-08-27 00:00:00,,A00168,Portfolio Committee on Health,09:30:00,Shirley,N,P,False,Patrick,ANC,,Maesela,Dr
241,11:27:00,09:00:00,2014-08-27 00:00:00,,A00169,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,N,,False,Bongani Thomas,ANC,,Bongo,Mr
242,13:05:00,10:23:00,2014-08-27 00:00:00,,A00170,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Monique,N,P,False,Nkhensani Kate,ANC,,Bilankulu,Ms
243,11:26:00,10:15:00,2014-08-27 00:00:00,,A00171,Portfolio Committee on Defence and Military Veterans,10:00:00,Tiffany,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
244,12:15:00,10:00:00,2014-08-27 00:00:00,,A00172,Standing Committee on Appropriations,10:00:00,Ismail,N,P,False,Ndabakayise Erasmus,ANC,,Gcwabaza,Mr
245,13:00:00,10:00:00,2014-08-27 00:00:00,,A00173,Standing Committee on Finance,10:00:00,Yunus,N,P,False,Pinky Sharon,ANC,,Kekana,Ms
246,12:10:00,09:50:00,2014-08-27 00:00:00,,A00174,Portfolio Committee on Small Business Development,09:30:00,Sivuyile,N,P,False,Simphiwe Donatus,ANC,,Bekwa,Mr
247,11:45:00,10:09:00,2014-08-27 00:00:00,NCOP,A00175,Select Committee on Finance,10:00:00,Madekutsikwa,N,P,False,Seiso Joel,ANC,Free State,Mohai,Mr
248,12:00:00,10:00:00,2014-08-27 00:00:00,NCOP,A00176,Select Committee on Education and Recreation,10:00:00,Mwewa,N,P,False,Landulile Cathrene,ANC,Mpumalanga,Dlamini,Ms
249,11:35:00,10:15:00,2014-08-27 00:00:00,NCOP,A00177,Select Committee on Communications and Public Enterprises,10:00:00,Sithembiso,N,A,False,Emmanuel Musawenkosi,ANC,Gauteng,Mlambo,Mr
250,12:17:00,10:15:00,2014-09-04 00:00:00,,A00178,Ad hoc Committee on Powers and Privileges  of Parlaiment,09:00:00,Susan,Y,A,False,Bongani Thomas,ANC,,Bongo,Mr
251,12:17:00,10:15:00,2014-09-04 00:00:00,,A00179,Portfolio Committee on Labour,09:00:00,Shingarai,N,P,False,Donald Mlindwa,ANC,,Gumede,Mr
252,14:00:00,09:10:00,2014-09-05 00:00:00,,A00180,Portfolio Committee on Labour,09:00:00,Nkululeko,N,P,False,Fezeka Sister,ANC,,Loliwe,Ms
253,11:10:00,09:30:00,2014-09-05 00:00:00,,A00181,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,N,A,False,Bongani Thomas,ANC,,Bongo,Mr
254,13:12:00,09:17:00,2014-09-05 00:00:00,,A00182,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Mwewa,N,A,False,Puleng Peter,ANC,,Mabe,Mr
255,12:00:00,09:03:00,2014-09-05 00:00:00,,A00183,Standing Committee on Auditor-General,09:00:00,Laura,N,P,False,Shela Paulina,ANC,,Boshielo,Ms
256,11:05:00,09:00:00,2014-09-05 00:00:00,,A00184,Portfolio Committee on Tourism,09:00:00,Ismail,N,P,False,Patricia Emily,ANC,,Adams,Ms
257,10:49:00,10:00:00,2014-09-05 00:00:00,NCOP,A00185,Select Committee on Co-operative Governance and Traditional Affairs,10:00:00,Mzandile,N,P,False,Moses Titus,ANC,Mpumalanga,Mhlanga,Mr
258,12:00:00,10:00:00,2014-09-09 00:00:00,,A00186,Portfolio Committee on Arts and Culture,10:00:00,Kavuro,N,P,False,Nkhensani Kate,ANC,,Bilankulu,Ms
259,13:30:00,09:20:00,2014-09-09 00:00:00,,A00187,Portfolio Committee on Energy,09:00:00,Amanda,N,P,False,Zukisa Cheryl,ANC,,Faku,Ms
260,12:02:00,09:34:00,2014-09-09 00:00:00,,A00188,Portfolio Committee on Basic Education,09:30:00,Chelsea,N,P,False,Joyce Vuyiswa,ANC,,Basson,Ms
261,13:50:00,09:35:00,2014-09-09 00:00:00,,A00189,Portfolio Committee on Communications,09:30:00,Shingarai,N,P,False,Mziwamadoda Uppington,ANC,,Kalako,Mr
262,12:37:00,09:39:00,2014-09-09 00:00:00,,A00190,Portfolio Committee on Trade and Industry,09:30:00,Monique,N,A,False,Zukile,ANC,,Luyenge,Dr
263,12:20:00,09:35:00,2014-09-09 00:00:00,,A00191,Portfolio Committee on Public Works,09:30:00,Kennedy,N,AP,False,Freddie,ANC,,Adams,Mr
264,12:40:00,09:35:00,2014-09-09 00:00:00,,A00192,Portfolio Committee on Economic Development,09:30:00,Megan,N,P,False,Mosie Antony,ANC,,Cele,Mr
265,12:30:00,09:30:00,2014-09-09 00:00:00,,A00193,Portfolio Committee on Transport,09:30:00,Nkululeko,N,P,False,Shela Paulina,ANC,,Boshielo,Ms
266,12:23:00,09:35:00,2014-09-09 00:00:00,,A00194,Portfolio Committee on Home Affairs,09:30:00,Ismail,N,DE,False,Donald Mlindwa,ANC,,Gumede,Mr
267,10:28:00,09:36:00,2014-09-09 00:00:00,,A00195,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,N,P,False,Beverley Lynnette,ANC,,Abrahams,Ms
268,12:29:00,09:31:00,2014-09-09 00:00:00,,A00196,Portfolio Committee on Human Settlements,09:30:00,Inga,N,P,False,Vatiswa,ANC,,Bam-mugwanya,Ms
269,12:00:00,10:00:00,2014-09-09 00:00:00,,A00197,"Portfolio Committee on Agriculture, Forestry and Fisheries",10:00:00,Olusula,N,P,False,Tshoganetso Mpho Adolphina,ANC,,Tongwane,Ms
270,11:45:00,10:05:00,2014-09-09 00:00:00,,A00198,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
271,13:45:00,10:10:00,2014-09-09 00:00:00,,A00199,Porrfolio Committee on Women in the Presidency,10:00:00,Tinashe,N,P,False,Phumzile,ANC,,Bhengu,Ms
272,14:14:00,10:00:00,2014-09-09 00:00:00,,A00200,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Dirk,N,P,False,Mohlopi Phillemon,ANC,,Mapulane,Mr
273,13:15:00,10:05:00,2014-09-09 00:00:00,,A00201,Standing Committee on Finance,10:00:00,Yunus,N,P,False,Pinky Sharon,ANC,,Kekana,Ms
274,12:52:00,10:00:00,2014-09-09 00:00:00,,A00202,Standing Committee on Appropriations,10:00:00,Mzandile,N,P,False,Ndabakayise Erasmus,ANC,,Gcwabaza,Mr
275,13:30:00,13:00:00,2014-09-09 00:00:00,,A00203,Ad Hoc Committee Nkandla,13:00:00,Susan,N,P,False,Francois,ANC,,Beukman,Mr
276,10:18:00,08:40:00,2014-09-10 00:00:00,,A00204,Portfolio Committee on Trade and Industry,08:30:00,Kavuro,N,A,False,Zukile,ANC,,Luyenge,Dr
277,11:05:00,09:11:00,2014-09-10 00:00:00,,A00205,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
278,11:07:00,09:20:00,2014-09-10 00:00:00,,A00206,Portfolio Committee on Mineral Resources,09:00:00,Amanda,N,P,False,Mapule Veronica,ANC,,Mafolo,Ms
279,13:10:00,09:00:00,2014-09-10 00:00:00,,A00207,Portfolio Committee on Police,09:00:00,Yunus,N,A,False,Jerome Joseph,ANC,,Maake,Mr
280,13:10:00,09:25:00,2014-09-10 00:00:00,,A00208,Portfolio Committee on Labour,09:00:00,Shingirai,N,P,False,Fezeka Sister,ANC,,Loliwe,Ms
281,13:20:00,09:00:00,2014-09-10 00:00:00,,A00209,Standing Committee on Appropriations,09:00:00,Dirk,N,P,False,Ndabakayise Erasmus,ANC,,Gcwabaza,Mr
282,12:45:00,09:30:00,2014-09-10 00:00:00,,A00210,Portfolio Committee on Rural Development and Land Reform,09:30:00,Mzwandile,N,P,False,Andrew Frans,ANC,,Madella,Mr
283,13:07:00,10:01:00,2014-09-10 00:00:00,,A00211,Portfolio Committee on Public Services and Administration,09:30:00,Matii,N,P,False,Regina Mina Mpontseng,ANC,,Lesoma,Ms
284,11:40:00,09:50:00,2014-09-10 00:00:00,,A00212,Portfolio Committee on Higher Education and Training,09:45:00,Sandile,N,P,False,Charles Danny,ANC,,Kekana,Mr
285,13:30:00,09:40:00,2014-09-10 00:00:00,,A00213,Portfolio Committee on Science and Technology,09:30:00,Megan,N,P,False,Maesela David,ANC,,Kekana,Mr
286,14:14:00,09:35:00,2014-09-10 00:00:00,,A00214,Portfolio Committee on Small Business Development,09:30:00,Sivuyile,N,P,False,Simphiwe Donatus,ANC,,Bekwa,Mr
287,12:20:00,09:30:00,2014-09-10 00:00:00,,A00215,Portfolio Committee on Public Enterprises,09:30:00,Naledi,N,AP,False,Shela Paulina,ANC,,Boshielo,Ms
288,13:00:00,10:11:00,2014-09-10 00:00:00,,A00216,Portfolio Committee on Social Development,10:00:00,Chelsea,N,P,False,Beverley Lynnette,ANC,,Abrahams,Ms
289,13:08:00,10:17:00,2014-09-10 00:00:00,,A00217,Portfolio Committee on Defence and Military Veterans,10:00:00,Laura,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
290,12:40:00,10:00:00,2014-09-10 00:00:00,,A00218,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Phumlani,N,L,False,Nkhensani Kate,ANC,,Bilankulu,Ms
291,13:00:00,10:00:00,2014-09-10 00:00:00,,A00219,Standing Committee on Finance,10:00:00,Andile,N,P,False,Pinky Sharon,ANC,,Kekana,Ms
292,14:05:00,13:35:00,2014-09-11 00:00:00,,A00220,"Portfolio Committee on Agriculture, Forestry and Fisheries",13:30:00,Phumlani,N,P,False,Tshoganetso Mpho Adolphina,ANC,,Tongwane,Ms
293,11:47:00,08:36:00,2014-09-12 00:00:00,,A00221,Portfolio Committee on Trade and Industry,08:30:00,Monique,N,AP,False,Zukile,ANC,,Luyenge,Dr
294,,09:00:00,2014-09-12 00:00:00,,A00222,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,N,A,False,Bongani Thomas,ANC,,Bongo,Mr
295,12:10:00,09:00:00,2014-09-12 00:00:00,,A00223,Portfolio Committee on Tourism,09:00:00,Ismail,N,P,False,Patricia Emily,ANC,,Adams,Ms
296,13:45:00,09:00:00,2014-09-12 00:00:00,,A00224,Portfolio Committee on Basic Education,09:00:00,Nkululeko,N,P,False,Joyce Vuyiswa,ANC,,Basson,Ms
297,13:45:00,09:00:00,2014-09-12 00:00:00,,A00225,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Nkululeko,N,A,False,Puleng Peter,ANC,,Mabe,Mr
298,13:30:00,10:03:00,2014-09-12 00:00:00,,A00226,Portfolio Committee on Labour,10:00:00,Laura,N,P,False,Fezeka Sister,ANC,,Loliwe,Ms
299,11:15:00,10:15:00,2014-09-16 00:00:00,,A00227,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Dirk,N,P,False,Mohlopi Phillemon,ANC,,Mapulane,Mr
300,09:46:00,08:00:00,2014-09-16 00:00:00,,A00228,Portfolio Committee on Arts and Culture,08:00:00,Committe Secretary,N,P,False,Nkhensani Kate,ANC,,Bilankulu,Ms
301,12:50:00,09:15:00,2014-09-16 00:00:00,,A00229,Standing Committee on Finance,09:00:00,Yunus,N,P,False,Pinky Sharon,ANC,,Kekana,Ms
302,12:50:00,09:15:00,2014-09-16 00:00:00,,A00230,Standing Committee on Appropriations,09:00:00,Yunus,N,P,False,Ndabakayise Erasmus,ANC,,Gcwabaza,Mr
303,13:00:00,09:35:00,2014-09-16 00:00:00,,A00231,Portfolio Committee on Communications,09:30:00,Shingarai,N,P,False,Mziwamadoda Uppington,ANC,,Kalako,Mr
304,12:45:00,09:40:00,2014-09-16 00:00:00,,A00232,Portfolio Committee on Basic Education,09:30:00,Stephanie,N,L,False,Joyce Vuyiswa,ANC,,Basson,Ms
305,12:50:00,09:30:00,2014-09-16 00:00:00,,A00233,Portfolio Committee on Home Affairs,09:30:00,Laura,N,DE,False,Donald Mlindwa,ANC,,Gumede,Mr
306,12:05:00,09:30:00,2014-09-16 00:00:00,,A00234,Portfolio Committee on Economic Development,09:30:00,Megan,N,A,False,Mosie Antony,ANC,,Cele,Mr
307,12:45:00,09:31:00,2014-09-16 00:00:00,,A00235,Portfolio Committee on Public Works,09:30:00,Matii,N,P,False,Freddie,ANC,,Adams,Mr
308,13:20:00,09:04:00,2014-09-16 00:00:00,,A00236,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,N,P,False,Beverley Lynnette,ANC,,Abrahams,Ms
309,12:26:00,10:20:00,2014-09-16 00:00:00,,A00237,Portfolio Committee on Human Settlements,10:00:00,Mwewa,N,A,False,Vatiswa,ANC,,Bam-mugwanya,Ms
310,12:35:00,09:40:00,2014-09-16 00:00:00,,A00238,Portfolio Committee on Transport,09:03:00,Nkululeko,N,P,False,Shela Paulina,ANC,,Boshielo,Ms
311,12:45:00,09:40:00,2014-09-16 00:00:00,,A00239,Portfolio Committee on Environmental Affairs,09:30:00,Monique,N,A,False,Trevor John,ANC,,Bonhomme,Mr
312,12:00:00,09:45:00,2014-09-16 00:00:00,,A00240,Porrfolio Committee on Women in the Presidency,09:30:00,Tinashe,N,P,False,Phumzile,ANC,,Bhengu,Ms
313,13:37:00,09:44:00,2014-09-16 00:00:00,,A00241,"Portfolio Committee on Agriculture, Forestry and Fisheries",09:30:00,Olusula,N,P,False,Tshoganetso Mpho Adolphina,ANC,,Tongwane,Ms
314,12:30:00,10:05:00,2014-09-16 00:00:00,,A00242,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,A,False,Bongani Thomas,ANC,,Bongo,Mr
315,12:53:00,10:05:00,2014-09-16 00:00:00,,A00243,Portfolio Committee on Energy,10:00:00,Mcdonald,N,P,False,Zukisa Cheryl,ANC,,Faku,Ms
316,13:22:00,10:00:00,2014-09-16 00:00:00,,A00244,Portfolio Committee on Trade and Industry,10:00:00,Callixte,N,L,False,Zukile,ANC,,Luyenge,Mr
317,12:45:00,10:00:00,2014-09-16 00:00:00,NCOP,A00245,Select Committee on Land and Mineral Resources,10:00:00,Ismail,N,A,False,Emmanuel Musawenkosi,ANC,Gauteng,Mlambo,Mr
318,12:53:00,10:05:00,2014-09-16 00:00:00,NCOP,A00246,Select Committee on Social Services,10:00:00,Mcdonald,N,P,False,Tsapane Kgwedi,ANC,Limpopo,Mampuru,Ms
319,12:36:00,10:11:00,2014-09-16 00:00:00,NCOP,A00247,Select Committee on Economic Development,10:00:00,Chelsea,N,P,False,Masefako Clarah,ANC,Limpopo,Dikgale,Ms
320,12:50:00,09:15:00,2014-09-16 00:00:00,NCOP,A00248,Select Committee on Appropriations,09:00:00,Yunus,N,P,False,Charel Jacobus,ANC,Northern Cape,De Beer,Mr
321,12:24:00,10:00:00,2014-09-16 00:00:00,NCOP,A00249,Select Committee on Finance,10:00:00,Yunus,N,P,False,Seiso Joel,ANC,Free State,Mohai,Mr
322,12:50:00,09:10:00,2014-09-17 00:00:00,,A00250,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
323,13:15:00,09:00:00,2014-09-17 00:00:00,,A00251,Portfolio Committee on Police,09:00:00,Edward,N,P,False,Jerome Joseph,ANC,,Maake,Mr
324,13:50:00,09:05:00,2014-09-17 00:00:00,,A00252,Portfolio Committee on Health,09:00:00,Tinashe,N,P,False,Patrick,ANC,,Maesela,Dr
325,12:30:00,09:10:00,2014-09-17 00:00:00,,A00253,Portfolio Committee on Mineral Resources,09:00:00,Amanda,N,P,False,Mapule Veronica,ANC,,Mafolo,Ms
326,14:00:00,09:25:00,2014-09-17 00:00:00,,A00254,Portfolio Committee on Rural Development and Land Reform,09:00:00,Natalie,N,P,False,Andrew Frans,ANC,,Madella,Mr
327,14:00:00,09:25:00,2014-09-17 00:00:00,,A00255,Portfolio Committee on Labour,09:00:00,Nkululeko,N,P,False,Fezeka Sister,ANC,,Loliwe,Ms
328,12:20:00,09:42:00,2014-09-17 00:00:00,,A00256,Portfolio Committee on Trade and Industry,09:30:00,Megan,N,P,False,Zukile,ANC,,Luyenge,Dr
329,12:20:00,09:42:00,2014-09-17 00:00:00,,A00257,Portfolio Committee on Science and Technology,09:30:00,Megan,N,P,False,Maesela David,ANC,,Kekana,Mr
330,14:22:00,09:40:00,2014-09-17 00:00:00,,A00258,Portfolio Committee on Public Services and Administration,09:30:00,Sithembiso,N,P,False,Regina Mina Mpontseng,ANC,,Lesoma,Ms
331,12:30:00,09:30:00,2014-09-17 00:00:00,,A00259,Portfolio Committee on Public Enterprises,09:30:00,Dirk,N,A,False,Shela Paulina,ANC,,Boshielo,Ms
332,12:12:00,10:11:00,2014-09-17 00:00:00,,A00260,Portfolio Committee on Social Development,10:00:00,Inga,N,P,False,Beverley Lynnette,ANC,,Abrahams,Ms
333,13:36:00,10:03:00,2014-09-17 00:00:00,,A00261,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Monique,N,P,False,Nkhensani Kate,ANC,,Bilankulu,Ms
334,13:00:00,10:05:00,2014-09-17 00:00:00,,A00262,Standing Committee on Finance,10:00:00,Yunus,N,P,False,Pinky Sharon,ANC,,Kekana,Ms
335,11:15:00,10:00:00,2014-09-17 00:00:00,,A00263,Portfolio Committee on Defence and Military Veterans,10:00:00,Sandile,N,,False,Bongani Thomas,ANC,,Bongo,Mr
336,12:30:00,10:12:00,2014-09-17 00:00:00,,A00264,Standing Committee on Public Accounts,10:00:00,Sivuyile,N,P,False,Mnyamezeli Shedrack,ANC,,Booi,Mr
337,12:30:00,10:06:00,2014-09-17 00:00:00,,A00265,Standing Committee on Appropriations,10:00:00,Luvuyo,N,P,False,Ndabakayise Erasmus,ANC,,Gcwabaza,Mr
338,14:15:00,13:00:00,2014-09-17 00:00:00,Joint,A00266,Joint Committee on Ethics and Members' Interests,13:00:00,Phumlani,N,P,False,Fezile,ANC,,Bhengu,Mr
339,12:03:00,10:00:00,2014-09-17 00:00:00,NCOP,A00267,Select Committee on Education and Recreation,10:00:00,Mzwandile,N,A,False,Landulile Cathrene,ANC,Mpumalanga,Dlamini,Ms
340,11:53:00,10:23:00,2014-09-17 00:00:00,NCOP,A00268,Select Committee on Trade and International Relations,10:00:00,Chuma,N,A,False,Masefako Clarah,ANC,Limpopo,Dikgale,Ms
341,13:21:00,10:40:00,2014-09-17 00:00:00,NCOP,A00269,Select Committee on Security and Justice,10:00:00,Sharon,Y,A,False,Tsapane Kgwedi,ANC,Limpopo,Mampuru,Ms
342,12:40:00,10:00:00,2014-09-17 00:00:00,NCOP,A00270,Select Committee on Finance,10:00:00,Olusala,N,P,False,Seiso Joel,ANC,Free State,Mohai,Mr
343,16:00:00,14:00:00,2014-09-17 00:00:00,NCOP,A00271,Select Committee on Petitions and Executive Undertakings,14:00:00,Sivuyile,Y,P,False,Tsapane Kgwedi,ANC,Limpopo,Mampuru,Ms
344,10:49:00,08:30:00,2014-09-19 00:00:00,,A00272,Portfolio Committee on Trade and Industry,08:30:00,Verne,N,P,False,Zukile,ANC,,Luyenge,Dr
345,11:30:00,09:00:00,2014-09-19 00:00:00,,A00273,Portfolio Committee on Correctional Services,09:00:00,Dirk,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
346,12:45:00,09:00:00,2014-09-19 00:00:00,,A00274,Portfolio Committee on Telecommunications and Postal Services,09:00:00,Kavuro,N,A,False,Puleng Peter,ANC,,Mabe,Mr
347,13:20:00,10:05:00,2014-09-19 00:00:00,,A00275,Portfolio Committee on Labour,09:00:00,Shingirai,N,P,False,Fezeka Sister,ANC,,Loliwe,Ms
348,11:45:00,09:00:00,2014-09-19 00:00:00,,A00276,Portfolio Committee on Tourism,09:00:00,Ismail,N,P,False,Patricia Emily,ANC,,Adams,Ms
349,12:55:00,09:00:00,2014-09-19 00:00:00,,A00277,Portfolio Committee on Police,09:00:00,Edward,N,P,False,Jerome Joseph,ANC,,Maake,Mr
350,16:10:00,09:12:00,2014-09-23 00:00:00,,A00278,Portfolio Committee on Human Settlements,09:00:00,Megan,N,A,False,Vatiswa,ANC,,Bam-mugwanya,Ms
351,11:30:00,09:39:00,2014-09-23 00:00:00,,A00279,Portfolio Committee on Environmental Affairs,09:30:00,Monique,N,A,False,Trevor John,ANC,,Bonhomme,Mr
352,15:57:00,09:48:00,2014-09-23 00:00:00,,A00280,Portfolio Committee on Transport,09:30:00,Laura,N,A,False,Shela Paulina,ANC,,Boshielo,Ms
353,12:52:00,11:00:00,2014-09-23 00:00:00,,A00281,Portfolio Committee on Arts and Culture,10:00:00,Chelsea,N,A,False,Nkhensani Kate,ANC,,Bilankulu,Ms
354,15:40:00,08:30:00,2014-09-25 00:00:00,,A00282,Portfolio Committee on Trade and Industry,08:30:00,Dirk,N,P,False,Zukile,ANC,,Luyenge,Dr
355,11:10:00,09:50:00,2014-09-25 00:00:00,,A00283,Portfolio Committee on Labour,09:30:00,Phumlani,N,P,False,Fezeka Sister,ANC,,Loliwe,Ms
356,13:29:00,10:00:00,2014-09-25 00:00:00,,A00284,Portfolio Committee on Public Works,10:00:00,Ismail,N,P,False,Freddie,ANC,,Adams,Mr
357,15:10:00,14:10:00,2014-09-25 00:00:00,,A00285,Portfolio Committee on Public Works,14:00:00,Nkululeko,N,P,False,Freddie,ANC,,Adams,Mr
358,22:36:00,13:00:00,2014-09-25 00:00:00,,A00286,Ad Hoc Committee Nkandla,13:00:00,Tsanga,N,P,False,Francois,ANC,,Beukman,Mr
359,16:45:00,11:10:00,2014-09-30 00:00:00,,A00287,Ad Hoc Committee Nkandla,11:00:00,Yunus,N,P,False,Francois,ANC,,Beukman,Mr
360,15:50:00,14:05:00,2014-10-14 00:00:00,,A00288,Portfolio Committee on Defence and Military Veterans,14:00:00,Chuma,N,P,False,Bongani Thomas,ANC,,Bongo,Mr
361,15:37:00,14:15:00,2014-10-14 00:00:00,,A00289,Portfolio Committee on Public Enterprises,14:00:00,Emmanuel,N,A,False,Shela Paulina,ANC,,Boshielo,Ms
362,17:45:00,09:45:00,2014-10-14 00:00:00,,A00290,Portfolio Committee on Transport,09:30:00,Nkululeko,N,P,False,Shela Paulina,ANC,,Boshielo,Ms
363,12:20:00,10:00:00,2014-10-14 00:00:00,,A00291,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Sivuyile,N,A,False,Nkhensani Kate,ANC,,Bilankulu,Ms
364,17:50:00,10:00:00,2014-10-14 00:00:00,,A00292,"Portfolio Committee on Agriculture, Forestry and Fisheries",10:00:00,Olusula,N,P,False,Tshoganetso Mpho Adolphina,ANC,,Tongwane,Ms
365,16:40:00,10:00:00,2014-10-14 00:00:00,,A00293,Porrfolio Committee on Women in the Presidency,10:00:00,Tinashe,N,P,False,Phumzile,ANC,,Bhengu,Ms
366,16:10:00,10:05:00,2014-10-14 00:00:00,,A00294,Standing Committee on Finance,10:00:00,Yunus,N,P,False,Pinky Sharon,ANC,,Kekana,Ms
367,13:09:00,09:30:00,2014-10-14 00:00:00,,A00295,Portfolio Committee on Public Works,09:30:00,Naledi,N,P,False,Freddie,ANC,,Adams,Mr
368,19:30:00,09:41:00,2014-10-14 00:00:00,,A00296,Portfolio Committee on Environmental Affairs,09:30:00,Monique,N,P,False,Trevor John,ANC,,Bonhomme,Mr
369,10:43:00,09:45:00,2014-10-14 00:00:00,,A00297,Portfolio Committee on Communications,09:30:00,Shingirai,N,P,False,Mziwamadoda Uppington,ANC,,Kalako,Mr
370,12:46:00,09:30:00,2014-10-14 00:00:00,,A00298,Portfolio Committee on Higher Education and Training,09:30:00,Sharon,N,P,False,Charles Danny,ANC,,Kekana,Mr
371,16:20:00,09:45:00,2014-10-14 00:00:00,,A00299,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,N,P,False,Beverley Lynnette,ANC,,Abrahams,Ms
372,16:30:00,09:45:00,2014-10-14 00:00:00,,A00300,Portfolio Committee on Economic Development,09:30:00,Dirk,N,P,False,Mosie Antony,ANC,,Cele,Mr
373,12:05:00,09:35:00,2014-10-14 00:00:00,,A00301,Portfolio Committee on Science and Technology,09:30:00,Megan,N,A,False,Maesela David,ANC,,Kekana,Mr
374,15:00:00,09:30:00,2014-10-14 00:00:00,,A00302,Portfolio Committee on Basic Education,09:00:00,Stephanie,N,P,False,Joyce Vuyiswa,ANC,,Basson,Ms
375,12:45:00,09:45:00,2014-10-14 00:00:00,,A00303,Portfolio Committee on Home Affairs,09:00:00,Mcdonald,N,P,False,Donald Mlindwa,ANC,,Gumede,Mr
376,17:00:00,10:10:00,2014-10-14 00:00:00,,A00304,Portfolio Committee on Energy,10:00:00,Amanda,N,P,False,Zukisa Cheryl,ANC,,Faku,Ms
377,17:10:00,09:10:00,2014-10-14 00:00:00,,A00305,Portfolio Committee on Human Settlements,09:00:00,Mzwandile,N,A,False,Vatiswa,ANC,,Bam-mugwanya,Ms
